,location,bath,price,BHK,total_sqft_new
9595,Banashankari Stage III,2.0,50.0,2,1085.0
10123,Banashankari Stage III,2.0,100.0,3,1500.0
12177,Banashankari Stage III,3.0,147.0,4,2100.0
12302,Banashankari Stage III,2.0,95.0,3,1420.0
2517,Banashankari Stage V,2.0,49.0,3,1305.0
2875,Banashankari Stage V,2.0,35.77,2,1035.0
6383,Banashankari Stage V,3.0,47.57,3,1510.0
7224,Banashankari Stage V,3.0,51.98,3,1650.0
7937,Banashankari Stage V,3.0,51.35,3,1630.0
8141,Banashankari Stage V,3.0,47.57,3,1510.0
8423,Banashankari Stage V,2.0,49.0,3,1315.0
10021,Banashankari Stage V,3.0,48.51,3,1540.0
772,Banashankari Stage VI,2.0,59.935,2,1177.5
2133,Banashankari Stage VI,4.0,190.0,4,4800.0
6483,Banashankari Stage VI,2.0,59.0,2,1160.0
8913,Banashankari Stage VI,2.0,59.47,2,1180.0
10426,Banashankari Stage VI,2.0,71.73,3,1423.0
11252,Banashankari Stage VI,3.0,69.46,3,1392.0
12435,Banashankari Stage VI,2.0,70.385,3,1410.5
12708,Banashankari Stage VI,3.0,200.0,4,4800.0
1782,Banaswadi,2.0,53.0,2,1184.0
1849,Banaswadi,2.0,55.0,2,1145.0
2102,Banaswadi,2.0,60.0,2,1250.0
2958,Banaswadi,2.0,73.0,2,1365.0
8157,Banaswadi,2.0,60.0,2,1200.0
8287,Banaswadi,3.0,74.5,3,1600.0
9843,Banaswadi,2.0,73.0,2,1340.0
10143,Banaswadi,2.0,52.0,2,1008.0
12187,Banaswadi,2.0,57.0,2,1105.0
7620,Banjara Layout,2.0,70.0,2,1200.0
8077,Banjara Layout,2.0,64.8,2,1050.0
10076,Banjara Layout,4.0,140.0,3,2500.0
3198,Bannerghatta,3.0,110.0,3,1665.0
9881,Bannerghatta,2.0,70.0,2,1113.0
10722,Bannerghatta,2.0,87.0,2,1070.0
11432,Bannerghatta,3.0,124.0,3,1776.0
372,Bannerghatta Road,2.0,65.0,2,1050.0
533,Bannerghatta Road,2.0,66.0,3,1170.0
561,Bannerghatta Road,1.0,33.32,1,595.0
690,Bannerghatta Road,3.0,58.0,4,1380.0
720,Bannerghatta Road,2.0,90.0,3,1460.0
791,Bannerghatta Road,2.0,66.02,2,1179.0
850,Bannerghatta Road,2.0,58.935,2,1122.5
919,Bannerghatta Road,2.0,45.0,2,793.0
1253,Bannerghatta Road,2.0,78.0,2,1400.0
1389,Bannerghatta Road,5.0,158.0,5,2700.0
1414,Bannerghatta Road,3.0,100.0,3,1654.0
1667,Bannerghatta Road,2.0,55.0,2,1181.0
1739,Bannerghatta Road,2.0,72.0,3,1460.0
1884,Bannerghatta Road,2.0,75.0,2,1200.0
2150,Bannerghatta Road,1.0,31.83,1,595.0
2159,Bannerghatta Road,2.0,51.0,2,1105.0
2289,Bannerghatta Road,2.0,65.26,2,1255.0
2497,Bannerghatta Road,3.0,78.0,3,1550.0
2615,Bannerghatta Road,3.0,82.0,3,1550.0
2637,Bannerghatta Road,2.0,75.0,3,1550.0
2829,Bannerghatta Road,2.0,55.0,2,912.0
3401,Bannerghatta Road,2.0,73.0,2,1218.0
3569,Bannerghatta Road,2.0,65.12,2,1115.0
3813,Bannerghatta Road,3.0,100.0,3,1893.0
3849,Bannerghatta Road,3.0,95.0,3,1600.0
3902,Bannerghatta Road,2.0,65.0,2,1275.0
3912,Bannerghatta Road,2.0,39.0,2,892.0
4000,Bannerghatta Road,3.0,95.0,3,1880.0
4046,Bannerghatta Road,2.0,70.0,2,1260.0
4095,Bannerghatta Road,3.0,90.0,3,1788.0
4231,Bannerghatta Road,2.0,65.0,2,1150.0
4308,Bannerghatta Road,4.0,450.0,4,10000.0
4554,Bannerghatta Road,3.0,68.0,3,1400.0
4693,Bannerghatta Road,3.0,110.0,3,1725.0
4799,Bannerghatta Road,4.0,390.0,3,9000.0
5092,Bannerghatta Road,3.0,83.22,3,1486.0
5208,Bannerghatta Road,2.0,75.0,3,1460.0
5237,Bannerghatta Road,2.0,48.0,2,1015.0
5350,Bannerghatta Road,2.0,61.0,2,1115.0
5386,Bannerghatta Road,2.0,48.0,2,1136.0
5562,Bannerghatta Road,2.0,69.0,3,1200.0
5587,Bannerghatta Road,2.0,76.0,3,1465.0
5983,Bannerghatta Road,2.0,67.73,2,1302.5
6066,Bannerghatta Road,2.0,65.0,2,1200.0
6112,Bannerghatta Road,2.0,65.0,2,1240.0
6222,Bannerghatta Road,2.0,52.0,3,1100.0
6229,Bannerghatta Road,3.0,84.29,3,1532.5
6489,Bannerghatta Road,2.0,69.0,2,1268.0
6490,Bannerghatta Road,2.0,87.0,3,1450.0
6641,Bannerghatta Road,2.0,75.0,3,1625.0
6697,Bannerghatta Road,2.0,58.0,2,960.0
6911,Bannerghatta Road,2.0,73.0,2,1275.0
7167,Bannerghatta Road,2.0,71.0,2,1240.0
7232,Bannerghatta Road,2.0,60.0,3,1305.0
7885,Bannerghatta Road,2.0,68.0,2,1215.0
7956,Bannerghatta Road,2.0,68.0,2,1215.0
8011,Bannerghatta Road,3.0,115.0,3,1894.0
8063,Bannerghatta Road,3.0,89.0,3,1693.0
8070,Bannerghatta Road,2.0,60.16,2,1280.0
8465,Bannerghatta Road,5.0,165.0,4,3230.0
8571,Bannerghatta Road,1.0,35.0,1,630.0
8834,Bannerghatta Road,2.0,68.0,2,1215.0
8911,Bannerghatta Road,3.0,76.18,3,1365.0
9050,Bannerghatta Road,3.0,79.465,3,1532.5
9258,Bannerghatta Road,3.0,90.0,3,1655.0
9450,Bannerghatta Road,3.0,94.0,3,1650.0
9573,Bannerghatta Road,2.0,50.0,2,1000.0
9758,Bannerghatta Road,3.0,120.0,4,2185.0
9762,Bannerghatta Road,2.0,45.0,2,1012.0
9864,Bannerghatta Road,3.0,85.0,3,1725.0
9930,Bannerghatta Road,2.0,80.0,3,1460.0
10082,Bannerghatta Road,2.0,85.0,2,1340.0
10329,Bannerghatta Road,2.0,81.0,3,1520.0
10540,Bannerghatta Road,3.0,148.0,3,2826.0
10588,Bannerghatta Road,2.0,61.0,2,1115.0
10993,Bannerghatta Road,2.0,44.5,2,1000.0
11010,Bannerghatta Road,3.0,105.0,3,1640.0
11170,Bannerghatta Road,2.0,44.0,2,1012.0
11247,Bannerghatta Road,3.0,85.0,3,1660.0
11284,Bannerghatta Road,3.0,96.5,3,1880.0
11321,Bannerghatta Road,3.0,96.0,3,1550.0
11359,Bannerghatta Road,2.0,78.0,2,1200.0
11428,Bannerghatta Road,2.0,73.0,3,1453.0
11578,Bannerghatta Road,2.0,78.0,3,1450.0
11590,Bannerghatta Road,1.0,31.2,1,700.0
11753,Bannerghatta Road,3.0,68.0,3,1630.0
11786,Bannerghatta Road,3.0,69.0,3,1400.0
11846,Bannerghatta Road,2.0,58.0,2,905.0
11946,Bannerghatta Road,2.0,75.0,3,1465.0
12079,Bannerghatta Road,3.0,122.0,3,1920.0
12295,Bannerghatta Road,3.0,80.0,3,1660.0
12400,Bannerghatta Road,2.0,80.0,3,1520.0
12421,Bannerghatta Road,2.0,73.0,3,1270.0
12440,Bannerghatta Road,3.0,120.0,3,1846.0
12600,Bannerghatta Road,4.0,140.0,4,3000.0
12791,Bannerghatta Road,2.0,61.74,2,1122.5
12805,Bannerghatta Road,3.0,95.0,3,1655.0
12879,Bannerghatta Road,2.0,53.0,2,1206.0
12881,Bannerghatta Road,2.0,55.0,2,1150.0
12902,Bannerghatta Road,2.0,65.0,2,1215.0
13214,Bannerghatta Road,2.0,85.0,3,1470.0
13284,Bannerghatta Road,2.0,57.0,2,970.0
2210,Basavangudi,2.0,143.0,3,1500.0
2321,Basavangudi,3.0,168.0,3,1850.0
2859,Basavangudi,2.0,105.0,2,1036.0
3727,Basavangudi,4.0,260.0,4,2600.0
4523,Basavangudi,2.0,160.0,3,1600.0
4915,Basavangudi,2.0,145.0,2,1560.0
5236,Basavangudi,3.0,175.0,3,1825.0
8968,Basavangudi,2.0,103.0,2,1050.0
9075,Basavangudi,2.0,130.0,3,1350.0
9091,Basavangudi,3.0,140.0,3,1485.0
10538,Basavangudi,2.0,120.0,2,1200.0
12393,Basavangudi,3.0,250.0,4,2453.0
889,Basaveshwara Nagar,5.0,415.0,5,4500.0
1140,Basaveshwara Nagar,3.0,145.0,3,1865.0
3335,Basaveshwara Nagar,2.0,90.0,2,1200.0
6616,Basaveshwara Nagar,2.0,80.0,2,1200.0
9029,Basaveshwara Nagar,2.0,60.0,2,900.0
9274,Basaveshwara Nagar,3.0,150.0,3,1900.0
10742,Basaveshwara Nagar,2.0,85.0,2,1200.0
773,Battarahalli,3.0,89.61,3,1779.0
1198,Battarahalli,3.0,97.42,3,1945.0
4558,Battarahalli,3.0,94.36,3,1880.0
7705,Battarahalli,2.0,82.89,2,1636.0
7854,Battarahalli,3.0,90.0,3,1779.0
8447,Battarahalli,3.0,65.0,3,1516.0
10671,Battarahalli,3.0,104.0,3,2082.0
12684,Battarahalli,3.0,103.0,3,2024.0
12734,Battarahalli,2.0,49.0,2,1097.0
1305,Begur,2.0,59.0,3,1419.0
1566,Begur,3.0,75.0,3,1580.0
3221,Begur,3.0,63.0,3,1559.0
5185,Begur,2.0,74.0,3,1475.0
7525,Begur,2.0,55.0,2,1100.0
9368,Begur,2.0,65.0,2,1306.0
10071,Begur,3.0,65.0,3,1304.0
11879,Begur,2.0,60.0,3,1411.0
11917,Begur,2.0,40.0,2,815.0
12458,Begur,2.0,70.0,3,1443.0
55,Begur Road,2.0,44.0,2,1200.0
374,Begur Road,2.0,46.8,2,1200.0
383,Begur Road,2.0,44.0,2,1160.0
713,Begur Road,2.0,54.0,3,1500.0
800,Begur Road,3.0,59.76,3,1615.0
1457,Begur Road,2.0,43.2,2,1200.0
1465,Begur Road,2.0,44.08,2,1160.0
1897,Begur Road,2.0,45.0,2,1200.0
1935,Begur Road,3.0,60.0,3,1615.0
2206,Begur Road,2.0,53.0,3,1410.0
2448,Begur Road,2.0,40.59,2,1160.0
2456,Begur Road,2.0,46.62,2,1260.0
2510,Begur Road,3.0,58.14,3,1600.0
3129,Begur Road,2.0,42.0,2,1160.0
3181,Begur Road,2.0,45.0,2,1200.0
3488,Begur Road,2.0,55.0,3,1500.0
3631,Begur Road,2.0,52.17,3,1410.0
3659,Begur Road,3.0,58.0,3,1615.0
3923,Begur Road,2.0,46.0,2,1170.0
4376,Begur Road,2.0,42.92,2,1160.0
4532,Begur Road,2.0,52.17,3,1410.0
4538,Begur Road,2.0,50.06,3,1410.0
4779,Begur Road,2.0,59.76,3,1565.0
4909,Begur Road,2.0,42.0,2,1160.0
5145,Begur Road,2.0,50.06,3,1400.0
5194,Begur Road,2.0,53.58,3,1410.0
5408,Begur Road,2.0,45.0,2,1200.0
5522,Begur Road,2.0,42.6,2,1200.0
5603,Begur Road,2.0,42.0,2,1160.0
5999,Begur Road,2.0,57.91,3,1565.0
6852,Begur Road,2.0,45.6,2,1200.0
6912,Begur Road,2.0,43.13,2,1215.0
7353,Begur Road,2.0,44.4,2,1200.0
8255,Begur Road,2.0,44.0,2,1160.0
8304,Begur Road,2.0,49.34,3,1410.0
8333,Begur Road,2.0,56.34,3,1565.0
8760,Begur Road,2.0,56.0,3,1565.0
9328,Begur Road,2.0,42.0,2,1200.0
9499,Begur Road,2.0,45.88,2,1240.0
10688,Begur Road,2.0,44.0,2,1200.0
11357,Begur Road,2.0,42.6,2,1100.0
11360,Begur Road,2.0,57.91,3,1565.0
11582,Begur Road,2.0,44.4,2,1200.0
12561,Begur Road,2.0,43.75,2,1215.0
12709,Begur Road,2.0,44.73,2,1200.0
12751,Begur Road,2.0,42.0,2,1160.0
12958,Begur Road,2.0,54.99,3,1410.0
23,Bellandur,3.0,103.0,3,1767.0
366,Bellandur,2.0,66.0,2,1205.0
441,Bellandur,2.0,76.0,2,1250.0
632,Bellandur,2.0,50.0,2,1000.0
1188,Bellandur,2.0,74.0,2,1281.0
1387,Bellandur,2.0,40.0,2,921.0
2000,Bellandur,4.0,109.0,4,2025.0
2065,Bellandur,3.0,68.0,3,1398.0
2236,Bellandur,3.0,85.0,3,1605.0
2361,Bellandur,3.0,88.0,3,1692.0
2491,Bellandur,2.0,60.0,2,1220.0
2726,Bellandur,2.0,82.0,2,1299.0
2917,Bellandur,2.0,56.0,2,900.0
2977,Bellandur,2.0,79.0,2,1350.0
3428,Bellandur,2.0,57.0,2,1286.0
3573,Bellandur,2.0,85.0,2,1457.0
3832,Bellandur,2.0,51.0,2,1195.0
4439,Bellandur,2.0,72.0,2,1310.0
4926,Bellandur,2.0,60.0,2,1051.0
4980,Bellandur,3.0,68.0,3,1450.0
5175,Bellandur,2.0,65.0,2,1060.0
5286,Bellandur,2.0,62.0,2,1100.0
5432,Bellandur,3.0,100.0,3,1685.0
5492,Bellandur,2.0,55.0,2,982.0
5752,Bellandur,2.0,59.0,2,1205.0
5790,Bellandur,2.0,58.0,2,1063.0
6170,Bellandur,2.0,59.99,2,1201.0
6199,Bellandur,2.0,65.0,2,1325.0
6557,Bellandur,3.0,85.0,3,2000.0
7150,Bellandur,2.0,52.0,2,1200.0
7470,Bellandur,2.0,48.0,2,1088.0
7741,Bellandur,2.0,85.0,2,1310.0
7946,Bellandur,3.0,90.0,2,1465.0
7967,Bellandur,3.0,109.0,3,1767.0
8495,Bellandur,2.0,69.44,2,1150.0
8959,Bellandur,3.0,90.0,3,1830.0
9417,Bellandur,2.0,60.0,2,1015.0
9555,Bellandur,4.0,112.0,3,2500.0
9738,Bellandur,3.0,101.0,3,1685.0
9745,Bellandur,3.0,105.0,3,1735.0
10369,Bellandur,2.0,51.0,2,1049.0
10395,Bellandur,2.0,63.0,3,1350.0
10442,Bellandur,2.0,63.0,2,1211.0
10662,Bellandur,3.0,110.0,3,1717.0
10680,Bellandur,3.0,62.0,3,1420.0
11207,Bellandur,2.0,62.0,2,1200.0
11524,Bellandur,3.0,89.0,3,1767.0
11574,Bellandur,3.0,89.0,3,1830.0
11644,Bellandur,3.0,115.0,3,2400.0
12022,Bellandur,3.0,85.0,3,1665.0
12125,Bellandur,2.0,48.0,2,960.0
12245,Bellandur,2.0,45.0,2,850.0
12305,Bellandur,2.0,90.0,2,1454.0
12348,Bellandur,3.0,91.86,3,1830.0
12573,Bellandur,2.0,52.0,2,1195.0
12697,Bellandur,3.0,89.89,3,1830.0
12904,Bellandur,3.0,90.0,3,1535.0
1357,Benson Town,4.0,350.0,3,3200.0
2657,Benson Town,5.0,650.0,4,4460.0
6188,Benson Town,4.0,470.0,3,2850.0
8075,Benson Town,6.0,550.0,4,3633.0
10230,Benson Town,2.0,270.0,2,1688.12
11265,Benson Town,3.0,280.0,3,1805.0
13167,Benson Town,2.0,280.0,2,1688.0
2422,Bharathi Nagar,2.0,68.0,2,1322.0
3337,Bharathi Nagar,2.0,70.0,2,1351.0
5419,Bharathi Nagar,2.0,59.0,2,1384.0
8326,Bharathi Nagar,2.0,68.0,2,1432.0
9791,Bharathi Nagar,2.0,69.0,2,1328.0
12828,Bharathi Nagar,2.0,55.86,2,1300.0
51,Bhoganhalli,3.0,99.0,3,1670.0
811,Bhoganhalli,4.0,111.0,4,2119.0
1970,Bhoganhalli,3.0,90.2,3,1718.0
2465,Bhoganhalli,2.0,75.97,2,1444.0
2571,Bhoganhalli,2.0,75.97,2,1447.0
3671,Bhoganhalli,2.0,75.97,2,1447.0
4986,Bhoganhalli,3.0,84.53,3,1610.0
5261,Bhoganhalli,4.0,106.0,4,1974.0
5385,Bhoganhalli,4.0,111.0,4,2171.0
6278,Bhoganhalli,4.0,111.0,4,2119.0
6358,Bhoganhalli,2.0,75.97,2,1447.0
7460,Bhoganhalli,2.0,75.97,2,1447.0
8414,Bhoganhalli,2.0,70.0,3,1395.0
8500,Bhoganhalli,4.0,111.0,4,2119.0
8590,Bhoganhalli,3.0,78.45,3,1458.0
8835,Bhoganhalli,2.0,75.97,2,1444.0
8880,Bhoganhalli,2.0,64.47,2,1205.0
9465,Bhoganhalli,2.0,75.97,2,1447.0
10017,Bhoganhalli,4.0,111.0,4,2119.0
10555,Bhoganhalli,2.0,68.32,2,1205.0
10652,Bhoganhalli,2.0,69.9,2,1260.0
11052,Bhoganhalli,3.0,84.53,3,1610.0
11405,Bhoganhalli,2.0,52.5,2,970.0
11670,Bhoganhalli,3.0,90.2,3,1718.0
12265,Bhoganhalli,2.0,79.89,2,1277.0
12422,Bhoganhalli,4.0,111.0,4,2119.0
376,Billekahalli,3.0,110.0,3,1935.0
416,Billekahalli,2.0,62.0,2,1125.0
1310,Billekahalli,3.0,88.0,3,1650.0
2605,Billekahalli,2.0,62.0,2,1112.0
6251,Billekahalli,3.0,150.0,3,2400.0
7927,Billekahalli,2.0,58.11,2,950.0
11853,Billekahalli,2.0,65.0,2,1125.0
12407,Billekahalli,2.0,56.0,2,950.0
2858,Binny Pete,1.0,54.0,1,660.0
3605,Binny Pete,1.0,62.0,1,660.0
3687,Binny Pete,2.0,122.0,2,1365.0
6786,Binny Pete,3.0,139.0,3,1795.0
7507,Binny Pete,3.0,150.0,3,1740.0
7515,Binny Pete,3.0,164.0,3,1970.0
16,Bisuvanahalli,3.0,48.0,3,1180.0
284,Bisuvanahalli,2.0,46.0,3,1075.0
664,Bisuvanahalli,2.0,45.0,3,1075.0
1581,Bisuvanahalli,2.0,33.0,2,845.0
1668,Bisuvanahalli,2.0,45.0,3,1075.0
1722,Bisuvanahalli,2.0,37.0,2,845.0
2619,Bisuvanahalli,2.0,47.0,3,1075.0
2962,Bisuvanahalli,1.0,32.0,2,850.0
4148,Bisuvanahalli,2.0,46.0,3,1180.0
4580,Bisuvanahalli,2.0,42.0,3,1075.0
4668,Bisuvanahalli,2.0,37.0,2,845.0
4971,Bisuvanahalli,2.0,43.0,3,1075.0
6584,Bisuvanahalli,2.0,41.0,3,1075.0
7239,Bisuvanahalli,2.0,33.0,2,845.0
7960,Bisuvanahalli,2.0,30.0,2,845.0
8578,Bisuvanahalli,2.0,45.0,3,1180.0
8584,Bisuvanahalli,2.0,43.0,3,1075.0
8786,Bisuvanahalli,2.0,45.0,3,1080.0
9004,Bisuvanahalli,2.0,47.0,3,1075.0
9229,Bisuvanahalli,2.0,45.0,3,1075.0
10215,Bisuvanahalli,2.0,44.0,3,1075.0
11177,Bisuvanahalli,2.0,42.0,3,1075.0
11271,Bisuvanahalli,2.0,32.0,2,845.0
11980,Bisuvanahalli,2.0,41.49,3,1075.0
12912,Bisuvanahalli,2.0,34.0,2,845.0
64,Bommanahalli,8.0,140.0,8,3000.0
2280,Bommanahalli,1.0,25.0,1,515.0
2771,Bommanahalli,3.0,44.0,2,1090.0
3632,Bommanahalli,3.0,59.0,3,1375.0
4094,Bommanahalli,3.0,55.0,3,1250.0
4993,Bommanahalli,3.0,90.0,3,1850.0
5509,Bommanahalli,2.0,46.0,2,1050.0
7158,Bommanahalli,4.0,85.0,4,2100.0
12528,Bommanahalli,2.0,53.0,2,1160.0
347,Bommasandra,3.0,49.36,3,1260.0
655,Bommasandra,3.0,46.0,3,1200.0
1150,Bommasandra,2.0,41.0,2,1035.0
1818,Bommasandra,2.0,41.73,2,1035.0
2016,Bommasandra,2.0,40.0,2,1034.0
3287,Bommasandra,2.0,37.46,2,920.0
3374,Bommasandra,2.0,41.43,2,1035.0
3863,Bommasandra,2.0,50.28,3,1295.0
4572,Bommasandra,2.0,40.0,2,1015.0
5013,Bommasandra,2.0,35.28,2,955.0
5421,Bommasandra,2.0,39.77,2,1005.0
6191,Bommasandra,2.0,40.89,2,1020.0
6258,Bommasandra,2.0,37.2,2,920.0
7410,Bommasandra,1.0,32.0,2,800.0
7490,Bommasandra,3.0,50.0,3,1280.0
7899,Bommasandra,2.0,45.0,2,1127.0
9167,Bommasandra,3.0,52.81,3,1365.0
11589,Bommasandra,2.0,30.0,2,842.0
11632,Bommasandra,3.0,49.36,3,1260.0
11659,Bommasandra,3.0,52.82,3,1365.0
12566,Bommasandra,2.0,37.97,2,955.0
12577,Bommasandra,2.0,40.0,2,1089.0
13068,Bommasandra,3.0,53.96,3,1365.0
419,Bommasandra Industrial Area,2.0,31.48,2,1090.0
2107,Bommasandra Industrial Area,2.0,38.12,3,1320.0
2677,Bommasandra Industrial Area,2.0,40.44,3,1400.0
4451,Bommasandra Industrial Area,2.0,38.13,3,1320.0
4950,Bommasandra Industrial Area,2.0,35.23,3,1220.0
5272,Bommasandra Industrial Area,2.0,29.45,2,1020.0
5305,Bommasandra Industrial Area,2.0,33.64,2,1165.0
6877,Bommasandra Industrial Area,2.0,31.48,2,1090.0
7194,Bommasandra Industrial Area,2.0,37.83,3,1310.0
9012,Bommasandra Industrial Area,2.0,28.88,2,1000.0
9073,Bommasandra Industrial Area,2.0,29.45,2,1020.0
9484,Bommasandra Industrial Area,2.0,33.51,2,1160.0
9753,Bommasandra Industrial Area,2.0,32.49,2,1125.0
9790,Bommasandra Industrial Area,2.0,35.2,3,1220.0
11849,Bommasandra Industrial Area,2.0,32.49,2,1125.0
12113,Bommasandra Industrial Area,2.0,32.64,2,1130.0
12116,Bommasandra Industrial Area,2.0,30.75,2,1065.0
1878,Bommenahalli,3.0,145.0,4,1632.0
2910,Bommenahalli,3.0,135.0,4,1670.0
4793,Bommenahalli,3.0,135.0,4,1680.0
4967,Bommenahalli,3.0,128.0,4,1632.0
9645,Bommenahalli,3.0,96.0,3,1232.0
10468,Bommenahalli,3.0,140.0,4,1632.0
431,Brookefield,2.0,69.0,2,1150.0
853,Brookefield,2.0,70.0,2,1142.0
963,Brookefield,2.0,68.0,3,1440.0
1047,Brookefield,4.0,115.0,3,2169.0
1725,Brookefield,3.0,88.0,3,1595.0
2068,Brookefield,3.0,105.0,3,1476.0
3068,Brookefield,2.0,75.0,2,1262.0
3612,Brookefield,2.0,80.0,2,1139.0
4426,Brookefield,2.0,70.0,2,1125.0
4903,Brookefield,3.0,85.0,3,1420.0
5818,Brookefield,3.0,170.0,4,3532.0
5877,Brookefield,2.0,48.0,2,941.0
6029,Brookefield,2.0,75.0,3,1595.0
6321,Brookefield,2.0,80.0,3,1410.0
6349,Brookefield,2.0,55.0,2,1100.0
6574,Brookefield,3.0,140.0,4,2400.0
6665,Brookefield,2.0,66.5,2,1225.0
7659,Brookefield,2.0,75.0,2,1200.0
8448,Brookefield,2.0,56.0,2,1130.0
9403,Brookefield,3.0,115.0,3,1706.0
9770,Brookefield,2.0,94.0,2,1389.0
10623,Brookefield,2.0,72.0,2,1225.0
10737,Brookefield,4.0,176.0,4,3675.0
10875,Brookefield,3.0,115.0,3,1746.0
10904,Brookefield,3.0,80.0,3,1518.0
11713,Brookefield,3.0,74.0,3,1589.0
12321,Brookefield,2.0,84.5,2,1382.0
12330,Brookefield,2.0,70.0,2,1260.0
230,Budigere,2.0,56.4,2,1153.0
263,Budigere,2.0,59.9,2,1162.0
421,Budigere,4.0,103.0,3,1991.0
723,Budigere,2.0,57.0,2,1153.0
1129,Budigere,2.0,57.0,2,1162.0
2357,Budigere,2.0,56.8,2,1139.0
2478,Budigere,2.0,56.85,2,1139.0
2759,Budigere,4.0,100.0,3,1991.0
3464,Budigere,1.0,35.0,1,664.0
4135,Budigere,3.0,93.0,3,1820.0
4234,Budigere,3.0,85.0,3,1636.0
4332,Budigere,2.0,70.0,2,1444.0
5040,Budigere,2.0,60.0,2,1139.0
5682,Budigere,3.0,93.0,3,1820.0
7583,Budigere,2.0,58.0,2,1162.0
7605,Budigere,3.0,85.0,3,1636.0
7780,Budigere,2.0,54.3,2,1087.0
7809,Budigere,3.0,89.0,3,1820.0
8434,Budigere,2.0,56.7,2,1153.0
9219,Budigere,2.0,56.5,2,1139.0
9436,Budigere,3.0,83.0,3,1636.0
9787,Budigere,1.0,34.0,1,664.0
10420,Budigere,2.0,58.0,2,1162.0
10615,Budigere,2.0,60.0,2,1153.0
10870,Budigere,2.0,56.725,2,1172.0
11042,Budigere,3.0,76.16,3,1590.0
11720,Budigere,3.0,95.0,3,1820.0
12085,Budigere,4.0,100.0,3,1991.0
12282,Budigere,3.0,95.5,3,1820.0
12298,Budigere,2.0,56.0,2,1153.0
12334,Budigere,1.0,34.545,1,705.0
12342,Budigere,2.0,56.5,2,1153.0
12404,Budigere,2.0,58.0,2,1153.0
12556,Budigere,2.0,56.55,2,1153.0
12932,Budigere,2.0,56.5,2,1153.0
13274,Budigere,2.0,60.0,2,1153.0
427,CV Raman Nagar,2.0,55.0,2,1120.0
1806,CV Raman Nagar,2.0,55.0,2,1070.0
1983,CV Raman Nagar,2.0,37.0,2,740.0
2532,CV Raman Nagar,2.0,49.0,2,1028.0
3661,CV Raman Nagar,2.0,47.5,2,1070.0
4748,CV Raman Nagar,2.0,50.0,2,1025.0
6325,CV Raman Nagar,2.0,67.0,3,1525.0
6480,CV Raman Nagar,2.0,60.0,2,1198.0
6571,CV Raman Nagar,2.0,85.0,2,1560.0
6718,CV Raman Nagar,2.0,85.0,3,1590.0
6848,CV Raman Nagar,2.0,58.0,2,1100.0
7319,CV Raman Nagar,2.0,61.0,2,1051.0
8100,CV Raman Nagar,2.0,55.0,2,1020.0
8484,CV Raman Nagar,2.0,65.0,2,1285.0
10282,CV Raman Nagar,2.0,50.0,2,1040.0
11491,CV Raman Nagar,2.0,78.0,3,1400.0
12175,CV Raman Nagar,2.0,78.0,3,1400.0
12521,CV Raman Nagar,3.0,65.0,3,1480.0
13202,CV Raman Nagar,2.0,62.0,2,1310.0
1207,Chamrajpet,2.0,120.0,3,1475.0
1831,Chamrajpet,2.0,170.0,4,1900.0
2679,Chamrajpet,2.0,180.0,2,1350.0
6080,Chamrajpet,4.0,211.0,4,1660.4
7808,Chamrajpet,3.0,98.91,3,1565.0
8991,Chamrajpet,1.0,52.0,2,730.0
10656,Chamrajpet,1.0,40.0,2,650.0
11737,Chamrajpet,2.0,45.0,2,650.0
13025,Chamrajpet,3.0,115.0,3,1650.0
101,Chandapura,1.0,17.0,2,650.0
240,Chandapura,1.0,16.45,1,645.0
242,Chandapura,1.0,16.45,1,645.0
250,Chandapura,1.0,20.0,2,800.0
289,Chandapura,2.0,25.88,2,1015.0
456,Chandapura,2.0,30.35,3,1190.0
711,Chandapura,2.0,32.0,2,1200.0
815,Chandapura,2.0,27.68,2,1025.0
886,Chandapura,1.0,15.135,1,582.5
887,Chandapura,2.0,25.88,2,1015.0
960,Chandapura,3.0,33.28,3,1305.0
1367,Chandapura,2.0,33.0,3,1065.0
1706,Chandapura,2.0,25.4,2,850.0
2755,Chandapura,1.0,16.45,1,645.0
3082,Chandapura,2.0,30.22,3,1185.0
3680,Chandapura,2.0,25.88,2,1015.0
4079,Chandapura,1.0,14.04,1,520.0
4315,Chandapura,1.0,36.0,2,1200.0
4367,Chandapura,2.0,24.86,2,975.0
4505,Chandapura,1.0,16.45,1,645.0
4653,Chandapura,2.0,25.12,2,985.0
4688,Chandapura,1.0,16.45,1,645.0
4776,Chandapura,2.0,24.86,2,975.0
4787,Chandapura,1.0,19.0,2,700.0
4796,Chandapura,2.0,30.35,3,1190.0
5320,Chandapura,2.0,32.0,3,1095.0
6330,Chandapura,1.0,16.45,1,645.0
6405,Chandapura,2.0,42.0,3,1505.0
6525,Chandapura,1.0,16.45,1,645.0
6684,Chandapura,2.0,27.68,2,1025.0
6755,Chandapura,2.0,24.86,2,975.0
6908,Chandapura,2.0,25.0,2,800.0
6976,Chandapura,1.0,16.45,1,645.0
7091,Chandapura,2.0,31.37,3,1230.0
7100,Chandapura,2.0,25.65,2,950.0
7154,Chandapura,2.0,36.0,2,1200.0
7261,Chandapura,1.0,16.45,1,645.0
7308,Chandapura,2.0,29.97,3,1110.0
7526,Chandapura,1.0,19.9,2,674.0
7549,Chandapura,3.0,33.08,3,1225.0
